StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,DGS_1,DGS_2,DGS_3,DGS_4,DGS_5,DGS_6,DGS_7,DGS_8,DGS_9,DGS_10,DGS_11,DGS_12,DGS_13,DGS_14,DGS_15,DGS_16,DGS_17,DGS_18,DGS_19,DGS_20,DGS_21,DGS_22,DGS_23,DGS_24,DGS_25,DGS_26,DGS_27,DGS_28,DGS_29,DGS_30,DGS_31,DGS_32,DGS_33,DGS_34,DGS_35,DGS_36,DGS_37,DGS_38,DGS_39,DGS_40,DGS_41,DGS_42,DGS_43,DGS_44,DGS_45,DGS_46,DGS_47,DGS_48,DGS_49,DGS_50,DGS_51,DGS_52,DGS_53,DGS_54,DGS_55,DGS_56,DGS_57,DGS_58,DGS_59,DGS_60,DGS_61,DGS_62,DGS_63,DGS_64,DGS_65,DGS_66,DGS_67,DGS_68,DGS_69,DGS_70,DGS_71,DGS_72,DGS_73,DGS_74,DGS_75,HEXACO_C_1,HEXACO_C_2,HEXACO_C_3,HEXACO_C_4,HEXACO_C_5,HEXACO_C_6,HEXACO_C_7,HEXACO_C_8,HEXACO_C_9,HEXACO_C_10,Age,Gender,Gender_6_TEXT,Race,Race_7_TEXT,Degree,Degree_8_TEXT,Income,Religion,Religion_11_TEXT,Prolific_ID
2023-02-15 18:52:03,2023-02-15 19:14:26,0,47.132.18.183,100,1342,1,2023-02-15 19:14:26,R_z7Jd4DlVeMUsouZ,,,,,36.4486,-77.6738,anonymous,EN,1,2,2,6,2,2,2,4,2,6,2,2,6,2,2,6,6,6,6,5,1,2,6,2,2,6,2,6,2,2,4,4,2,6,6,2,6,6,6,2,6,2,2,6,2,2,2,2,2,6,2,2,2,2,2,4,6,6,6,2,6,6,6,6,2,2,2,6,2,3,2,6,6,6,6,6,5,1,5,1,1,5,1,1,1,1,36,1,,2,,3,,6,12,,6165e6f471254e3af05c5057
2023-02-15 19:06:01,2023-02-15 19:14:38,0,192.249.3.153,100,517,1,2023-02-15 19:14:39,R_31SorhyovFJozBy,,,,,35.9452,-83.9435,anonymous,EN,1,2,4,2,6,2,2,3,2,2,1,5,6,3,4,6,6,5,6,5,3,2,5,1,5,5,2,5,3,6,6,4,7,6,6,4,7,5,5,3,7,2,6,4,1,2,6,1,2,3,1,1,5,2,3,3,4,6,7,3,6,6,4,5,5,2,3,6,5,1,4,5,2,5,7,6,4,3,4,2,4,4,2,1,4,2,19,2,,7,mixed,2,,5,12,,5e934e4b3fb42b03f71a1d7f
2023-02-15 19:06:36,2023-02-15 19:14:42,0,73.162.29.176,100,485,1,2023-02-15 19:14:42,R_3nuh2m7KXeRkKcS,,,,,37.245,-121.9541,anonymous,EN,1,2,6,4,5,1,1,1,4,4,3,7,4,6,5,5,4,4,2,5,3,4,3,2,2,2,3,2,1,2,5,4,2,4,4,1,4,4,5,1,4,3,6,4,2,4,3,2,1,2,2,2,2,2,2,4,2,2,3,1,5,2,4,4,2,6,2,1,4,1,5,2,4,7,5,2,2,3,2,3,3,4,3,1,2,3,65,7,,7,american,6,,1,1,,58c3c835334d5b0001d6374e
2023-02-15 19:06:31,2023-02-15 19:14:53,0,73.42.248.187,100,502,1,2023-02-15 19:14:54,R_3qCkK0TmjpT3lkE,,,,,47.5741,-122.3975,anonymous,EN,1,3,5,2,4,1,5,5,3,1,1,5,6,1,3,7,6,6,6,6,2,2,6,3,5,5,2,5,2,7,7,4,7,6,5,3,5,6,4,5,6,1,5,6,1,2,6,2,2,5,5,1,5,2,1,6,6,7,7,5,6,6,4,6,5,3,3,6,2,1,4,5,2,4,7,5,5,2,4,1,1,4,1,1,4,1,37,2,,6,,6,,11,1,,62c895e07624a00daae301bb
2023-02-15 18:58:04,2023-02-15 19:15:00,0,96.3.30.159,100,1016,1,2023-02-15 19:15:01,R_3Hi9hhdWkkKptwS,,,,,45.5563,-93.2836,anonymous,EN,1,3,1,1,5,1,3,7,1,1,1,1,7,6,3,6,5,7,6,7,2,2,6,1,2,6,1,5,3,6,7,4,7,7,7,4,7,7,6,7,2,2,6,2,1,1,6,2,4,6,5,5,6,2,1,6,4,7,7,6,6,7,2,5,5,2,1,7,3,1,2,6,1,6,7,6,2,4,5,1,1,1,4,4,3,3,46,1,,6,,3,,11,11,,623488cb1417a113ca966af3
2023-02-15 19:09:51,2023-02-15 19:15:21,0,64.189.140.239,100,330,1,2023-02-15 19:15:22,R_Q6XKb1YoDmOwpgt,,,,,36.3125,-82.377,anonymous,EN,1,5,2,6,5,4,5,3,2,2,5,6,6,5,4,5,6,6,5,6,4,5,5,5,2,3,3,5,5,2,5,4,6,5,5,5,6,5,6,3,4,5,4,5,2,4,5,4,5,5,5,2,2,2,2,5,5,5,6,1,4,4,5,5,6,5,5,4,2,4,3,6,6,6,5,6,1,5,4,3,4,4,4,4,2,4,22,1,,6,,3,,6,12,,5dedebd38b2932497a59e663
2023-02-15 19:02:44,2023-02-15 19:15:41,0,107.10.235.208,100,776,1,2023-02-15 19:15:41,R_1jKhgD2MnpAx8TP,,,,,41.4459,-81.4212,anonymous,EN,1,5,6,6,6,3,3,4,4,2,2,6,6,5,6,6,4,5,5,5,5,2,6,4,2,6,2,6,1,2,5,4,5,6,7,1,5,5,7,2,6,3,3,6,2,4,6,3,2,5,5,3,2,2,1,5,5,6,6,2,6,6,6,6,3,2,3,5,2,2,6,7,3,7,7,5,3,2,5,3,1,4,3,3,2,5,27,1,,2,,3,,5,9,,57445a313fdc690010095688
2023-02-15 19:07:14,2023-02-15 19:15:51,0,68.230.117.238,100,516,1,2023-02-15 19:15:51,R_3fTbOkb3YHCTLih,,,,,33.6069,-112.2822,anonymous,EN,1,4,4,1,6,2,2,5,2,2,1,5,7,2,6,7,6,7,7,7,7,4,7,7,7,6,1,7,4,5,7,4,7,7,7,4,7,7,7,2,7,2,4,7,2,6,7,1,4,6,2,1,2,2,1,6,6,7,7,2,7,7,4,5,5,6,1,5,6,1,6,7,4,2,6,7,5,1,3,1,3,4,1,1,3,1,30,1,,6,,5,,11,9,,5f5c4b9c062e0f43a15ed050
2023-02-15 19:12:21,2023-02-15 19:16:06,0,76.173.212.151,100,224,1,2023-02-15 19:16:06,R_1mzlV4FX0GGCPCg,,,,,21.4254,-157.8138,anonymous,EN,1,3,6,5,3,4,3,5,4,5,4,6,4,6,5,4,4,4,4,4,4,5,5,7,4,5,4,3,5,4,4,4,4,5,5,4,4,3,4,4,4,4,4,4,4,5,4,4,4,4,4,5,6,2,4,4,5,5,4,4,4,6,3,5,5,4,3,4,4,4,4,4,4,5,4,4,3,3,3,3,3,3,4,4,3,4,43,1,,7,white/japanese/hawaiian,5,,7,10,,5eb879035275547d0fcdd610
2023-02-15 19:05:02,2023-02-15 19:16:08,0,98.7.200.244,100,666,1,2023-02-15 19:16:09,R_3OpEdaVTFVGK2ML,,,,,40.7114,-74.0005,anonymous,EN,1,6,6,5,4,5,4,2,4,5,4,6,5,2,4,4,4,4,6,4,5,3,4,4,4,5,4,3,5,6,4,4,6,4,5,4,6,5,4,4,5,2,4,4,2,3,6,6,4,5,4,4,4,2,1,2,4,6,4,5,6,6,4,4,4,5,5,6,5,4,5,4,4,6,5,4,2,5,4,3,4,3,4,5,1,4,25,1,,6,,5,,12,9,,5ec7519be136b01aa5f815a3
2023-02-15 19:09:52,2023-02-15 19:16:09,0,158.222.188.124,100,376,1,2023-02-15 19:16:09,R_1jj0iJVdkCotkb2,,,,,40.6375,-74.0216,anonymous,EN,1,4,5,2,5,2,4,4,3,2,2,6,6,4,5,6,6,5,5,5,4,7,5,4,3,5,3,5,2,5,5,4,5,5,7,2,6,3,4,4,5,3,4,6,2,2,6,2,2,4,3,4,6,2,3,5,5,6,6,4,5,6,4,6,4,7,6,6,3,2,3,5,3,6,5,5,4,2,4,2,2,4,3,3,4,3,25,5,,6,,6,,5,10,,61082b4346fa6b2ad1f6a8d8
2023-02-15 19:10:44,2023-02-15 19:16:18,0,68.175.151.167,100,334,1,2023-02-15 19:16:19,R_3IxzJpooXrvSdMd,,,,,42.4444,-76.4926,anonymous,EN,1,3,5,4,4,4,2,4,3,3,2,5,7,5,3,5,5,4,5,5,5,4,4,2,2,4,3,5,3,5,4,4,5,4,5,5,5,4,4,2,3,2,5,3,3,5,5,3,3,5,3,3,4,2,2,5,5,5,5,3,5,4,4,5,4,3,5,3,3,3,5,5,3,3,5,4,5,2,5,2,2,4,2,3,5,2,21,2,,6,,3,,10,9,,60fcc4120cecba5bc510e142
2023-02-15 19:09:48,2023-02-15 19:16:18,0,151.205.110.169,100,390,1,2023-02-15 19:16:19,R_3sBuQvTyxIGW8YA,,,,,40.7681,-73.8291,anonymous,EN,1,5,3,3,5,3,3,4,3,1,2,4,6,5,3,5,6,7,5,5,6,3,7,5,4,5,3,7,3,7,5,4,6,7,5,7,5,5,7,3,5,3,6,5,3,5,6,3,5,5,5,2,5,2,1,7,5,7,7,5,5,5,7,7,6,3,5,4,3,3,5,7,5,6,5,7,4,2,4,2,2,5,2,2,3,2,29,2,,1,,7,,11,2,,63ea5fe64d7a2cce52a149ca
2023-02-15 19:08:17,2023-02-15 19:16:32,0,192.184.188.244,100,495,1,2023-02-15 19:16:32,R_3e8OiAv4VDZJoyp,,,,,37.4967,-122.2665,anonymous,EN,1,4,6,4,5,4,3,5,3,3,4,5,4,4,5,4,5,5,4,4,5,3,4,5,4,5,4,5,5,7,5,4,5,5,6,5,5,4,5,4,4,5,3,6,3,4,5,4,3,5,5,4,5,2,1,3,4,5,6,4,5,5,4,5,4,5,6,5,5,3,5,5,4,5,5,3,2,4,4,1,3,5,4,4,4,3,38,7,,7,mixed,5,,1,12,,5dd31c4a92371d32f2fa607a
2023-02-15 19:02:24,2023-02-15 19:16:36,0,73.69.178.114,100,852,1,2023-02-15 19:16:37,R_3lPrBsIzpvlpI5P,,,,,42.4337,-71.4568,anonymous,EN,1,6,2,3,5,3,3,5,2,3,4,5,6,2,4,6,6,4,4,5,5,5,5,2,4,4,4,6,3,6,6,4,5,5,5,2,4,5,5,3,6,2,6,5,3,3,6,2,6,5,5,2,6,2,2,4,3,6,6,3,4,5,2,6,4,5,6,6,5,3,5,4,2,3,6,3,2,5,2,4,5,4,4,4,2,4,33,5,,6,,6,,10,9,,63ed27a5e1566867a961b6fc
2023-02-15 19:01:54,2023-02-15 19:16:49,0,172.58.172.110,100,895,1,2023-02-15 19:16:49,R_21jO2wnFcALu5cT,,,,,28.4883,-81.4061,anonymous,EN,1,1,2,1,4,3,6,6,1,1,1,5,6,2,4,7,5,6,6,4,5,3,3,1,7,4,1,7,6,7,7,4,7,6,6,7,7,6,6,5,6,1,7,7,1,1,7,1,3,4,1,1,7,2,1,5,7,7,7,4,7,7,2,6,5,3,5,7,5,1,5,5,1,5,7,3,4,2,2,2,2,4,2,1,2,2,27,2,,3,,4,,4,10,,6109d5b1a9daba0fb4e833b9
2023-02-15 19:11:32,2023-02-15 19:16:53,0,74.109.233.162,100,321,1,2023-02-15 19:16:53,R_1P18nRXd6ji34en,,,,,40.4064,-79.9856,anonymous,EN,1,2,6,4,4,1,4,2,3,4,2,5,4,2,4,4,4,2,5,4,4,4,6,4,4,4,2,4,4,2,4,4,5,6,4,4,4,4,7,4,5,1,6,5,4,5,4,4,4,4,4,4,4,2,3,4,4,5,4,3,4,4,5,6,5,3,4,4,4,2,4,4,1,6,3,4,3,3,1,5,2,4,2,4,3,3,30,1,,6,,2,,5,2,,5f87dcb62285ab2277e2d15e
2023-02-15 19:11:23,2023-02-15 19:17:29,0,174.72.65.58,100,366,1,2023-02-15 19:17:30,R_YWZMksHal6CbU0p,,,,,33.2727,-111.8278,anonymous,EN,1,6,5,4,6,4,2,5,4,5,4,5,6,6,3,5,4,4,5,5,3,4,5,4,3,5,5,4,4,2,4,4,4,5,6,4,4,5,5,4,6,5,5,5,5,5,4,4,3,5,2,4,4,2,3,4,4,5,7,4,5,6,4,6,3,5,6,4,4,5,5,6,5,4,5,6,2,3,4,3,3,3,3,3,3,3,26,1,,6,,5,,6,10,,631ad5df2dfd6aff965bba6a
2023-02-15 19:15:27,2023-02-15 19:17:34,0,128.230.194.233,100,126,1,2023-02-15 19:17:34,R_3sibNPZamuQUynI,,,,,43.0391,-76.1277,anonymous,EN,1,1,1,3,2,1,2,1,2,3,2,1,3,1,1,3,2,3,2,2,1,1,2,1,1,2,2,1,1,1,1,3,2,2,1,1,1,3,1,3,2,1,2,1,2,2,2,2,1,2,1,2,1,2,2,1,2,1,2,3,3,2,1,1,2,1,1,2,3,2,2,3,2,2,3,2,2,2,2,2,5,2,1,2,2,2,18,5,,6,,2,,4,9,,5f4cebb49e8425917cd05635
2023-02-15 19:01:39,2023-02-15 19:17:49,0,68.108.180.77,100,970,1,2023-02-15 19:17:50,R_20VyNFMiDI47j16,,,,,36.1506,-115.1805,anonymous,EN,1,6,6,2,5,5,3,2,4,4,4,7,6,7,7,5,4,5,5,4,2,5,5,3,1,4,4,5,2,4,6,4,5,6,6,4,4,4,5,4,5,3,5,5,3,4,4,5,1,5,5,3,3,2,2,6,2,5,5,3,3,5,4,5,3,5,6,6,1,4,5,5,4,7,6,4,4,4,4,2,4,5,4,2,3,2,48,1,,6,,2,,1,9,,5f9e612e5e10814115cc780d
2023-02-15 19:07:49,2023-02-15 19:17:51,0,107.197.117.26,100,601,1,2023-02-15 19:17:51,R_1n7sYFT7uRg35iw,,,,,36.8633,-87.4848,anonymous,EN,1,7,2,2,7,1,7,7,1,1,1,2,7,2,2,7,7,7,7,7,6,3,7,1,7,7,1,6,7,7,7,4,7,7,7,7,7,7,2,7,7,1,6,7,2,2,7,1,6,7,3,1,7,2,1,6,7,7,7,6,7,7,1,7,7,2,1,7,7,1,1,4,1,2,7,7,5,1,5,1,1,5,1,1,5,1,,1,,6,,2,,3,10,,63ed4bdcb1977e991fe4f095
2023-02-15 19:05:45,2023-02-15 19:18:01,0,173.64.99.96,100,736,1,2023-02-15 19:18:02,R_9ucVpYNP7LAT5ap,,,,,39.386,-76.54,anonymous,EN,1,3,1,1,2,2,1,7,1,3,1,1,6,1,4,6,7,6,4,5,1,1,5,5,3,3,1,6,5,1,5,4,6,6,3,1,7,5,7,1,5,2,6,5,1,7,4,1,2,6,7,1,2,2,1,5,5,7,6,4,5,6,6,7,7,2,5,3,2,1,5,6,2,3,6,4,4,4,5,3,3,4,4,2,1,2,36,1,,6,,4,,11,1,,5f26a21c70a6d23f6032b1ea
2023-02-15 18:50:48,2023-02-15 19:18:09,0,73.115.75.161,100,1641,1,2023-02-15 19:18:10,R_1hAnG9xPFtxub9l,,,,,29.7646,-95.3657,anonymous,EN,1,4,7,3,4,5,4,6,4,4,1,6,4,5,4,5,4,6,4,4,4,4,5,3,6,4,3,6,4,3,5,4,5,6,6,2,4,5,2,4,5,4,4,4,4,4,6,4,4,3,7,4,4,4,2,4,5,4,7,4,4,4,4,4,3,4,4,5,5,2,3,4,5,6,4,4,3,3,3,4,3,4,3,5,1,3,23,1,,2,,2,,11,10,,63ea7487c993eddd00c8ab47
2023-02-15 19:05:10,2023-02-15 19:18:25,0,98.48.26.171,100,794,1,2023-02-15 19:18:25,R_3KJciZsDo6dkVeZ,,,,,32.3142,-106.7976,anonymous,EN,1,3,3,2,5,2,3,5,2,1,1,2,6,2,2,6,5,5,6,5,3,1,6,1,4,6,2,5,1,5,5,4,7,3,5,5,5,5,7,2,6,2,5,5,2,7,6,2,3,5,7,4,2,2,2,6,6,6,7,5,6,6,7,6,5,3,2,5,1,4,6,6,2,2,7,5,4,2,5,1,2,4,1,1,2,2,35,1,,3,,3,,11,1,,5b62ab4bdb56360001f55336
2023-02-15 19:09:04,2023-02-15 19:18:29,0,137.25.201.35,100,565,1,2023-02-15 19:18:30,R_4SF3PodrevtZxAZ,,,,,34.4994,-117.2936,anonymous,EN,1,1,2,7,5,2,2,2,2,1,1,6,7,6,4,7,6,6,2,5,6,1,6,3,2,4,1,6,4,6,3,4,7,6,6,2,6,4,7,2,3,4,2,7,1,4,6,2,6,1,1,1,6,2,1,2,3,6,7,3,6,6,4,7,7,1,1,6,1,1,6,5,2,7,7,6,4,5,2,1,3,3,4,2,4,4,30,2,,6,,2,,1,1,,63e84e3cf268c03296055d60
2023-02-15 19:10:54,2023-02-15 19:18:39,0,173.81.97.91,100,465,1,2023-02-15 19:18:40,R_DipaBgtO4XB4GNH,,,,,38.3467,-81.6359,anonymous,EN,1,5,2,2,5,2,5,5,2,2,1,2,7,3,2,6,3,7,6,5,7,5,6,3,5,6,2,5,5,5,6,4,6,6,6,5,6,6,5,5,5,1,6,4,3,2,7,2,5,6,5,2,5,2,1,7,6,7,6,7,5,6,4,5,6,5,3,4,5,2,5,5,2,3,7,5,5,1,4,2,3,5,2,2,3,2,25,1,,6,,4,,5,11,"Christianity ",62fea4a6acdc0bed6aaaa5a2
2023-02-15 19:12:16,2023-02-15 19:18:44,0,75.134.251.116,100,388,1,2023-02-15 19:18:44,R_e3P1RSmSCJb1DXj,,,,,42.1502,-72.6078,anonymous,EN,1,4,3,3,6,2,5,6,3,2,4,5,6,4,4,6,6,5,6,5,5,5,6,4,4,5,2,6,2,6,5,4,6,6,7,3,6,5,6,4,5,3,4,4,3,4,7,3,5,5,2,3,5,2,2,6,5,6,6,5,6,7,4,6,4,5,3,7,2,2,5,5,2,4,6,5,3,4,4,2,3,4,3,2,4,2,22,2,,6,,8,In college,6,10,,60ff2a644895b264d2d15249
2023-02-15 19:09:33,2023-02-15 19:18:56,0,75.84.204.192,100,562,1,2023-02-15 19:18:56,R_3rVvvOycpSL7Udm,,,,,34.169,-118.3713,anonymous,EN,1,6,5,5,6,6,2,5,5,2,5,5,,5,6,3,5,7,3,6,3,5,5,5,3,3,5,6,4,7,3,4,5,,5,5,6,5,7,2,5,3,2,2,5,6,5,5,3,3,6,2,5,2,3,3,3,5,7,5,5,5,5,6,4,6,5,6,4,3,5,6,4,5,5,,4,2,4,2,4,4,5,4,4,1,28,1,,3,,3,,5,12,,60d2d204c2266c61e7c123d6
2023-02-15 19:12:38,2023-02-15 19:19:01,0,24.21.173.110,100,383,1,2023-02-15 19:19:02,R_1OUBicFu3L4Jjmd,,,,,45.35,-122.8559,anonymous,EN,1,3,5,3,5,2,4,5,3,2,1,6,6,1,3,7,2,7,5,7,6,1,5,6,7,5,2,6,6,7,7,4,7,7,7,7,5,6,4,5,7,1,4,7,1,6,7,1,3,5,5,1,7,2,2,6,6,7,7,5,7,7,3,6,4,2,3,5,7,1,6,4,1,7,7,6,4,2,5,2,2,5,1,2,4,1,36,1,,6,,2,,6,9,,581d50e882c5aa000132ce4f
2023-02-15 19:11:38,2023-02-15 19:19:25,0,108.230.125.189,100,467,1,2023-02-15 19:19:26,R_3KAs3Nl74Ax6wq3,,,,,31.7596,-106.4884,anonymous,EN,1,6,6,1,5,2,3,7,3,3,3,4,5,3,3,4,5,6,5,5,5,5,5,4,5,6,2,5,4,6,6,4,5,6,7,6,5,5,6,2,5,3,5,4,6,3,5,5,3,5,6,3,6,2,1,7,5,5,7,5,7,5,5,5,5,6,5,5,2,2,5,6,2,4,6,5,4,4,2,3,2,4,3,2,4,3,26,2,,3,,5,,10,1,,611189c22603acc9bfc10e2d
2023-02-15 19:10:36,2023-02-15 19:19:30,0,45.19.49.28,100,533,1,2023-02-15 19:19:30,R_2BmrrLEOQizdkqf,,,,,30.2627,-97.7467,anonymous,EN,1,1,4,1,4,2,2,4,2,3,1,2,4,1,3,5,1,4,6,3,1,2,3,1,4,5,2,5,1,3,5,4,5,6,5,3,5,5,5,3,5,1,5,2,1,2,4,2,1,5,1,3,1,2,3,3,6,6,7,2,6,7,1,7,5,2,1,4,2,1,1,6,1,2,7,5,4,1,4,1,1,4,3,1,1,3,55,2,,6,,5,,12,12,,63878d663e0ccdaa77aa0394
2023-02-15 19:09:38,2023-02-15 19:19:34,0,99.178.251.79,100,596,1,2023-02-15 19:19:35,R_1ihf9rzVf5vH5UK,,,,,38.6287,-90.1988,anonymous,EN,1,4,4,2,4,3,4,4,2,2,1,3,5,3,4,5,4,5,6,5,4,4,4,3,4,4,3,5,3,3,5,4,5,5,5,3,5,4,7,3,4,3,5,5,1,1,5,2,3,5,2,2,4,2,1,5,3,5,5,5,5,4,4,5,4,4,4,7,4,2,1,5,3,5,5,4,3,2,4,2,2,4,3,3,2,3,52,1,,6,,4,,5,7,,6234e1b277e7fe207a9ad500
2023-02-15 19:04:36,2023-02-15 19:19:39,0,97.87.8.98,100,902,1,2023-02-15 19:19:39,R_3eelsKIsZU11LYY,,,,,44.5228,-89.5583,anonymous,EN,1,4,5,6,3,3,1,2,2,3,2,6,5,6,7,5,5,4,5,5,2,6,4,5,2,3,1,2,2,4,4,4,4,5,6,3,4,5,7,1,5,1,4,5,6,5,5,2,2,2,1,4,4,2,1,4,2,6,5,1,6,6,6,4,3,6,2,2,2,3,5,7,2,1,5,2,1,2,5,1,2,3,4,3,4,3,34,1,,6,,5,,9,12,,5aa865ca89de8200013f89d8
2023-02-15 19:04:31,2023-02-15 19:19:40,0,108.209.128.25,100,908,1,2023-02-15 19:19:40,R_3EJEYe91AWKCJAB,,,,,35.1499,-90.0558,anonymous,EN,1,6,6,2,5,1,3,3,2,1,1,1,6,2,7,5,4,6,5,5,4,2,6,4,4,3,1,6,4,3,5,4,5,6,5,2,5,5,5,2,6,2,5,6,2,3,6,2,3,3,4,1,5,2,1,3,5,6,7,4,4,7,4,7,3,2,3,2,4,2,4,6,2,6,7,5,2,5,4,1,1,5,1,4,5,1,61,2,,6,,5,,3,1,,5edc3f9696a72790ae256a27
2023-02-15 19:04:17,2023-02-15 19:20:00,0,71.84.110.183,100,943,1,2023-02-15 19:20:01,R_2bQpMWUcPUGlYWA,,,,,35.0307,-120.4972,anonymous,EN,1,1,1,1,7,1,4,4,1,1,1,1,7,4,1,7,2,7,7,7,3,1,5,1,2,5,1,7,2,7,7,4,7,7,7,2,7,5,4,2,7,1,2,7,1,4,7,1,4,4,2,1,6,2,1,7,7,7,7,3,7,7,4,7,7,1,1,7,4,1,5,4,6,1,7,6,4,1,5,1,1,3,1,1,1,1,43,2,,3,,4,,8,12,,60ff3e14b0aebcad60e0247a
2023-02-15 19:10:51,2023-02-15 19:20:16,0,96.35.104.226,100,564,1,2023-02-15 19:20:16,R_3e9n8rYG1MyMuoj,,,,,43.6381,-84.2029,anonymous,EN,1,4,4,4,4,5,3,3,3,3,3,5,5,5,2,4,4,4,4,4,3,4,4,3,4,4,3,3,3,5,5,4,4,5,5,4,3,4,5,3,6,3,6,5,3,4,5,5,5,4,3,4,4,2,1,4,5,6,6,3,5,4,4,5,4,5,5,5,3,3,4,4,2,3,6,4,4,3,3,3,3,3,2,3,4,2,42,2,,6,,5,,6,1,,627e9c9eeda3f513a8c6c548
2023-02-15 19:13:53,2023-02-15 19:20:16,0,73.131.133.185,100,382,1,2023-02-15 19:20:16,R_29h8cXRGbDWoGAI,,,,,33.058,-80.0101,anonymous,EN,1,3,5,2,5,2,2,3,2,5,2,5,5,3,6,6,6,5,5,5,5,2,5,6,4,5,2,3,2,3,3,4,5,5,5,2,6,3,6,2,5,3,2,3,2,5,5,3,3,2,2,3,3,2,3,2,3,6,6,3,5,6,3,6,3,2,2,3,3,2,5,6,5,6,5,5,4,2,4,1,2,5,2,1,2,2,33,1,,6,,3,,4,9,,6045e5cdb5547f7347302e2b
2023-02-15 19:10:58,2023-02-15 19:20:44,0,23.112.178.217,100,585,1,2023-02-15 19:20:44,R_2tsd4Xls50r11EY,,,,,35.2227,-80.7938,anonymous,EN,1,5,2,1,5,3,4,6,2,2,2,2,6,3,3,6,6,6,6,6,4,3,6,2,4,6,2,5,4,4,5,4,6,6,6,4,6,5,4,5,5,2,6,6,1,4,5,1,4,5,3,2,5,2,1,6,5,6,6,5,6,6,3,6,5,2,3,5,3,1,3,4,3,3,6,5,4,1,5,2,1,4,2,1,2,2,53,2,,2,,3,,3,1,,622a426e8900cf2b495353e8
2023-02-15 19:14:36,2023-02-15 19:20:52,0,192.246.234.253,100,376,1,2023-02-15 19:20:53,R_1MKHrKNfhRsgqE5,,,,,42.0096,-73.9085,anonymous,EN,1,6,5,2,5,2,3,5,2,7,2,7,7,2,5,6,7,6,7,6,7,6,6,7,7,6,6,3,3,2,6,7,4,6,6,7,6,7,7,1,6,3,6,7,5,2,6,6,3,7,2,5,5,2,7,2,6,6,7,6,6,7,7,6,6,2,3,2,5,7,5,5,7,2,7,7,5,4,4,2,1,5,2,5,5,2,21,1,,6,,5,,11,2,,63ed2115f26baf8010950f68
2023-02-15 19:10:35,2023-02-15 19:20:57,0,70.181.246.47,100,622,1,2023-02-15 19:20:57,R_24ovUz1iHpt0lZt,,,,,32.6539,-116.9773,anonymous,EN,1,6,6,1,5,3,5,4,3,1,2,6,5,4,5,5,5,5,4,4,2,2,4,4,3,5,3,6,4,7,4,4,5,5,7,2,5,5,6,2,7,5,4,5,1,5,6,1,2,5,4,1,7,2,2,4,6,5,7,4,5,5,5,6,5,4,5,3,2,2,4,5,4,6,6,4,2,4,5,1,1,5,3,4,5,3,22,1,,1,,5,,6,2,,63d5c38e4f53b75f25f00208
2023-02-15 19:14:34,2023-02-15 19:21:02,0,47.185.32.195,100,388,1,2023-02-15 19:21:03,R_6DQZDh3lj8UEbAt,,,,,32.9321,-97.2834,anonymous,EN,1,3,4,3,3,4,4,5,4,1,3,3,5,3,6,5,4,5,6,5,5,4,4,4,3,6,2,6,5,6,6,4,5,6,4,4,5,4,5,3,4,3,1,6,2,5,5,2,4,4,4,2,7,2,2,3,4,7,7,4,4,5,4,4,4,5,6,4,5,1,5,7,3,4,7,4,4,3,5,2,3,4,3,2,5,3,19,1,,1,,3,,11,1,,6269533f605c3ef7b05d1120
2023-02-15 19:14:21,2023-02-15 19:21:04,0,174.21.144.131,100,402,1,2023-02-15 19:21:04,R_3COXKKCXgryVIeQ,,,,,47.6137,-122.3104,anonymous,EN,1,3,3,2,4,2,6,3,2,2,2,4,6,3,5,6,3,6,5,6,3,3,4,2,4,4,2,5,4,5,6,4,5,6,6,4,5,5,5,4,5,2,2,4,2,2,5,2,3,5,2,3,4,2,1,5,6,5,6,2,5,6,4,6,3,5,5,2,3,2,3,5,2,6,6,4,5,2,4,1,2,4,3,2,2,2,51,1,,6,,5,,4,9,,5c91fc9c183fb70012f3510a
2023-02-15 19:14:57,2023-02-15 19:21:22,0,98.164.0.230,100,384,1,2023-02-15 19:21:22,R_3oZOzXqFr7V6Efg,,,,,37.6692,-97.2754,anonymous,EN,1,2,6,1,6,2,3,6,6,1,1,6,6,6,4,6,6,6,6,6,6,2,5,3,6,6,1,6,3,6,6,4,6,6,6,3,6,6,7,3,2,3,3,6,1,3,7,1,2,6,2,1,6,2,1,6,6,6,7,3,6,6,4,5,6,6,5,3,2,2,4,6,1,2,6,5,5,2,5,2,4,2,1,1,5,1,27,2,,6,,2,,2,10,,608b545dac4ff506d7f01f04
2023-02-15 19:15:09,2023-02-15 19:21:27,0,173.3.166.190,100,378,1,2023-02-15 19:21:28,R_22XPewqUad9tU9G,,,,,40.8494,-73.9016,anonymous,EN,1,7,7,5,6,3,1,4,2,3,4,7,7,2,7,7,6,5,3,6,2,6,5,4,2,5,5,5,2,4,4,4,5,5,6,3,3,4,7,1,3,5,5,5,5,7,5,3,2,6,5,2,5,2,3,3,5,7,7,1,5,5,7,6,7,6,7,1,3,6,6,7,7,7,5,5,4,4,4,2,4,4,3,4,1,2,28,1,,3,,2,,12,9,,63d84be2c9a21026d442e728
